text,label
"That's because their nerves are probably deadened from being so stupid. But hey, y'know if you don't believe me, please, by my guest.",0
Ow-ow-ow-ow! Oh my God!!!,3
"Now, are you glad we didn't start with the bikini strips?",0
Jasmine?,3
Uh-huh.,1
"We met at Phoebe's birthday party, I'm, I'm Ross Geller.",3
You did a bad thing!,3
"Yes, I did.",4
Very bad!,6
Very bad.,6
"Very, very bad.",3
No.,0
"Okay, Jasmine, please, please don't. I love my girlfriend very much, and I want more than anything to just work it out with her. Okay?",1
All right.,4
"Thank you, thank you.",4
"But you should probably talk to my roommate, because I told him and he knows Phoebe too.",2
Who's your roommate?,3
They've been quiet for a long time.,0
Maybe she killed him?,2
Let's go.,2
Is that your new walk?,0
"No, I really have to pee.",6
Wait. Really?! 'Cause mine get me out of tickets.,0
Can somebody else hug him? I have to stay by the window.,0
"Oh hey, hey, huh, how about this weekend we have a laser disc marathon okay, and maybe a tournament on my new dart board? Huh, huh, what do you think? Two days of darts, it'll be great!",1
It'll be great for next weekend.,1
"No, no, no, this weekend guys!",0
"It'll be great for next weekend. I mean, it'll be grrreat.",1
What's going on?,0
"Well, we were um, sorta invited to go skiing, y'know Rachel's sister's cabin.",0
"So, for the whole weekend?",6
"We're really sorry, but um, she did ask us first.",0
Noo! I'll stay. He's my brother.,6
What a pity stay?,6
No! We're gonna have fun. We can make fudge!,1
"Well, then, I might as well offer to stay.",0
"Hey, does anybody else feel bad about Ross?",6
Why? Do you think he's still mad at us?,5
Well he's probably mad after you called him this morning to borrow his goggles.,4
What? Mine aren't tinted.,2
Chandler!!,4
What?,0
What does the sign say?,4
Beam me up Jesus.,2
"No, the 'No Smoking' sign. There's no smoking in my Grandmother's cab.",4
"Okay, well, then, I-I have to go to the bathroom.",5
Oh!,4
Please!,0
No Chandler no! No unscheduled stops. You can go when we stop for gas.,0
"Oh, now I have to go!!",1
"Here we go. Okay, brace yourselves.",0
What?,2
Okay.,1
Ow!,2
Aren't you gonna go?,0
No. Thank you.,0
"No, Rachel never pees in public restrooms.",0
"No, y'know what don't close it 'cause the... keys...are in there.",0
"Oh, no-no-no-no-no-no!!",1
What's going on?,0
My lighter's in there!,2
Hi!,1
Hey.,0
"Hey, what are you doing here?",0
"Ah yeah, but now it's Susan and me in Mexico and the hostages coming home.",4
Where's Ben?,0
He's sleeping.,0
"Ahh. Ooh, is this a ah, is this a bad time?",2
"Umm, yeah, actually, Susan's gonna be home any minute, it's kinda an anniversary.",4
"Oh! I thought you guys got married in uh, January?",4
It's not that kind of anniversary.,0
Ah! Oh.,0
Sooo!! Anyway...,0
"Oh God, Ross I am so sorry.",6
"Yeah, well.",0
"Oh yeah, I'd love that.",1
"Oh, great! Me too.",1
I guess it all started when Rachel got this new job.,6
"Okay, yeah. Triple A can pick us up.",0
Great!,1
"Yeah, what town are we near?",0
"Freemont. West-Westmont, ah Westburg?",0
Then why are you answering? Do you at least know what route we're on?,3
"Yeah, we are definitely on Route 27.",0
"Okay. We are at a rest stop on Route 27. Okay. There is no Route 27. Okay, either 93 or 76?",3
"I don't know, I'm sorry, I always slept in the back when we drove up here.",2
"Ugh, okay, well somebody will come and save us.",2
But if...,2
So the going for help went well?,0
"Oh yeah, Smokey Joe here got half way to the highway and collapsed.",3
I have the lung capacity of a two year old.,0
Then why are you smoking?,3
Well it's very unsettling.,0
"Ah, Susan will be so pleased.",1
"717? Where's 717? Hey, you've have more of these for Susan right?",0
"No. But it's okay, I'll just put out pickles or something.",0
"Ross, thank God.",4
"Pheebs? What, why are you whispering?",0
I ate a bug.,2
"Hey Rach, the tampons here are only a penny. Let's stock up.",0
"Oh, now you want a favour?",3
"Yes, please.",0
"Well, oh, I'm sorry your car broke down Pheebs, but I'm a little too busy with some of my real friends right now, but please call to let me know you got home safely okay?",0
"Phoebe, hang on a second. Here, take my car, go pick up your friends.",5
"No, I'm not gonna pick them up.",5
"No, Rachel doesn't want me to....",6
"Yeah, you're right.",0
Phoebe hang on a second Ross wants to say something. What? You slept with someone else?!,3
"We were on a break!!! Okay!! We were, we were..., yeah. Where are you? I'll find you.",0
You slept with another woman?,3
"Oh, you-you're-you're one to talk.",3
Ugh. Ross!,3
Hi! Sorry I'm late. Were you sleeping?,2
"Ahh, nooo!!",4
"You're a genius, Ross.",1
"Yeah, well it came to about $112, but what the hell, just call it an even 110?",0
"Okay, I'll pay you tomorrow.",3
Okay.,0
"Okay, bye!!",1
"So they ah, they all took off, it was pretty hard watching them go, y'know?",2
"Yeah, okay, bye.",3
So I'm gonna take off then!,2
What's so funny?,1
"Oh, nothing, no. It's an acting exercise, I'm practising my fake laugh.",0
Oh.,1
What-what's so funny?,1
"Oh, no-no, no-no-no, there's none of that in here.",4
Oh come on man! At least let me finish this last one.,4
"Okay, but only if you give me a drag.",0
Okay.,0
"Oh dark mother, once again I suckle at your smokey tit.",4
"No-no, why don't you hang on to that one.",5
"Okay, that's like the least fun game ever.",1
"Well, I'm really sick of your smoking, so I brought something that is going to help you quit.",3
"Oh. Nope, that patch is no good.",1
"Come on, it's a hypnosis tape. This woman at work used it for two weeks straight and she hasn't smoked since.",3
Pffhah.,0
What's your problem?,3
"Nothing, it's just that hypnosis is beyond crap.",3
"Ross, I watched you get hypnotised in Atlantic City.",5
"Hey, that guy did not hypnotise me! Okay.",3
Or what my Father called Thursday night.,0
"Pete, can I get you something else?",0
Haven't you and I covered that topic?,2
"Hmm, come on, you just said to her that you....",4
"Well, if that were true, I'd dating my Aunt Ruth. And the two times we went out were just plain awkward. Come on, you think she should go out with me, don't you?",1
"I mean really, think about it.",1
"Ho-ho, I will.",1
"Pheebs, what, is it the age thing?",2
"Pheebs, he seems to enjoy it.",3
"Well, have-have you told him how you feel?",2
Yes. Not out loud.,2
No-no-no-no-no.,2
"Come on, you guys, you have nothing to lose, I have everything to lose. Do you want me to lose everything? Everything?!",5
No.,2
"Okay, I'm gonna go get Frank.",5
What the hell is this?,3
"Umm, I'm still here.",0
What?!,3
"Okay, umm, you're a loon.",3
I don't know.,0
Here you go.,1
Thank you.,1
Hi!,4
"Hi! All right, let's go shoppin'!!",1
"Um, y'know, before we go ah, there's something I need to say.",4
"Oh, okay.",4
Wow! Umm....,1
I dropped a cup.,6
"...so y'know, that's why, within a few years, that voice recognition is gonna be pretty much standard on any computer you buy. Y'know, so you could be like-like, 'Wash my car.' 'Clean my room.' It's not gonna be able to do any of those things, but it'll understand what you're saying.",0
"Oh, this is so great.",1
"Yeah, it was.",1
All right then. Bye.,0
"Hello, people who do not live here.",3
Hi! Hello!,1
I gave you a key for emergencies!,3
We were out of Doritos.,1
"Hey, how'd the date go with Mr. Millionaire?",0
"Mr. Millionaire, new from Snooty Playthings! Third wife sold separately.",1
"He's great! I mean we have such a good time together! He's so funny, and sooo sweet, and I'm not attracted to him at all!!",1
Still?!,0
"Noo!! It's driving me crazy. I mean every other way he's like the perfect guy, he has everything. Plus! He actually has everything.",3
Life-sized Imperial Storm Troopers from Sharper Image?,0
Two.,0
Wow!! Can Joey and I put them on and fight?,1
I guess he musta gotten the part in that play.,1
Oh.,0
Joe. How's it going?,0
Good. Hey.,0
Hi.,0
"Oh, so you're playing Adrienne, huh?",2
Yes. Are you one of the retarded cousins?,4
"Oh, no. Ah, I playing your husband, Victor. I'm Joey Tribianni.",0
"Hi, nice to meet you. Kate Miller.",0
"So the ah, play's pretty great, huh?",2
"Oh, yeah. I love Jennifer Van Murray's work. She's so brilliantly incisive when it comes to deconstructing the psyche of the American middle class.",0
"Oh, forget about it. She rocks!",1
Where do I know you from?,0
Dr. Drake Remoray. Days of Our Lives. Voted most datable neurosurgeon by Teen Beat.,0
"No, that's not it. So, you're a soap actor? Well this must be pretty exciting for you to be in a real play, hmm?",0
"Hey, I've done plays before. I'm a serious actor.",3
"See, I actually can pour milk, but I got you believing that I couldn't. Now, see, that's acting.",0
"Right, at the end, you choked on a cookie.",1
"Yeah, that was real.",4
Wow! I cannot believe Mark asked you out.,1
I know.,1
"What, so what are you gonna tell him?",0
"Well, I told him I would think about it, but I'm gonna tell him no.",2
Huh.,0
"I mean I think I'd say no to anybody right now. Oh, but it was so strange. I mean I'm standing there with this charming, cute guy, who's asking me to go out with him, which I'm allowed to do, and I felt guilty. Y'know, like I'd be cheating on Ross or something.",2
"Wow. So, okay, maybe that means that, you're not over Ross yet and you have issues with your father.",5
I don't have any issues with my Father.,3
"Okay, so it's probably just the Ross thing then.",4
"I hate this woman!! I hate her! She told everyone in the company about that info-mercial, and now they all keep asking me to open their drinks. Okay, and whenever I can't do it, they're all like-like laughing at me.",3
Hello.,1
Hey!,1
So Rachel called. Wants to see me. Going over in a minute.,0
"Wow, what-what do you think she wants?",0
"Well, maybe the crazy fog has lifted and she realises that life without me.... a-sucks.",5
"It's possible. You are very loveable, I'd miss you if I broke up with you. I was just trying to be supportive.",4
Then be supportive like a guy.,0
"If I broke up with you, I'd miss you.",1
"So, you're like a zillionaire?",1
And you're our age. You're our age.,6
"Y'know what, you should like, you should buy a state and then just name it after yourself.",1
What like Pete Dakota?,1
"Yeah, or, or, or, Mississ-Pete.",1
"Oh, oh, I got it! Pete-Chicago.",1
That's not a state Joe.,3
"Oh, and Mississ-Pete is?",3
"I got to go, so ah, I'll see you guys later.",0
Okay.,0
You're our age!,3
"So ah, we on for tomorrow?",1
"Yeah, kinda.",0
Happy?! Is that what I'm supposed to be Vic? Happy?,1
"Well, why don't you tell me what you're supposed to be! Huh? Because I sure as hell can't figure it out! I talk to you and nothin'. You look at me, and it's nothin'. Nothing.",0
"Tasty! I'm really starting to feel like you guys have a history, it's-it's nice.",5
I have a question about this scene.,0
Yes?,0
"Well, I don't understand why Adrienne's attracted to Victor.",2
"Peel the onion. First of all, he's good looking.",5
Yeah.,0
I think my character's gonna need a little bit more of reason than that.,0
"Oh, hey, how about this one. Ah, it's says so in the script! Y'know ah, I-I don't know why my character likes you either, I mean it says in the script here that you're a bitch.",3
It doesn't say that in the script.,6
It does in mine!,0
Ross! You gotta stop! Okay?! You can't just stare through the peep hole for three hours! You're gonna get peep eye!,3
"I knew it! I knew it! I always knew she liked him! Y'know, she'd say no, but here we are! Right? We just broke up, first thing she does!",3
You didn't just break up.,5
"Hey, it's been like three weeks!",3
You slept with somebody three hours after you thought you broke up. I mean bullets have left guns slower!,3
Okay.,0
"She's going in. Wait! He's going in! He's going in!! The door's closed! I, I can't see anything but the door closed!!",2
And the inventor of the door rests happily in his grave.,4
"Okay, I have to do something. I mean, I have, I have to stop it!",2
Stop what?!,3
No!! You can't!!,3
"Look, they must be stopped!",3
"I am your friend, and I am not gonna let you do this!! You are surprisingly strong!",3
I need juice! People need juice!!,2
Look man!,3
People need juice!,3
Listen to me!!,3
"Juice, I need...",4
"Yeah, okay.",6
Okay.,5
It's just I miss her so much.,6
I know.,4
Why do all you're coffee mugs have numbers on the bottom?,2
"Oh. That's so Monica can keep track. That way if one on them is missing, she can be like, 'Where's number 27?!'",0
Y'know what?,0
No. And I don't think I'm gonna want to.,2
I can't do this.,4
"Yep. Yep, that's what I didn't want to know.",0
"Well, oh, Mark, I'm doing this for the wrong reasons, y'know? I'm just doing it to get back at Ross. I'm sorry, it's not very fair to you.",6
Oh God. I'm sorry about this.,6
That's okay.,4
You sure?,0
Yeah. I can just go home and get back at him by myself.,0
"Hey, can I ask you something?",0
Sure.,0
Where are we?,2
"Well, with all these doctors and nurses, I'm gonna say, midget rodeo.",4
Just tell me the truth.,0
"Oh, yeah. Wasn't that like a year ago?",4
"Oh, yeah. I know that.",0
I so wanna be attracted to you.,2
"But you're not. Okay, good.",6
I'm sorry.,0
"Y'know what, don't be. This is not, don't be, 'cause it's not so bad.",6
It's not?,2
"I know I'm no John Bon Jovi, or someone who find attractive, I'm just, I think, y'know, that you might end up feeling differently.",4
"Well, um, look I-I don't want this to come our wrong, but ah, you seem awfully confident for a guy I just told I wasn't attracted too.",4
"Yeah, stupidly charming isn't' it? Well listen let's, you wanna get something to eat? 'Cause this place is kinda depressing.",0
And the man who made all this possible... Mr. Peter Becker.,0
One second.,0
I don't think this town is big enough for both of us to relax in. Draw!!,1
"I wasn't doing anything. Uh-oh, what did she do now?",5
"Just because she went to Yale drama, she thinks she's like the greatest actress since, since, sliced bread!",3
"Ah, Sliced Bread, a wonderful Lady MacBeth.",4
"God, I just, I hate her! I hate her!! With her, 'Oh, I'm so talented.' and 'Oh, I'm so pretty,' and 'Ooh, I smell so good.'",6
I think somebody has a crush on somebody.,1
"Hey, Chandler, can we please stay focused on my problem here?! Y'know?",3
"I'm talking about you. You big, big freak.",4
"Oh. Ohh. Ohh, you're out of your mind.",2
"Oh, yeah?! Then how come I keep thinking about her in all these sexual scenarios and stuff huh?!",3
Happy?! Is that what I'm supposed to be Vic? Happy?,3
"Well, why don't you tell me what you're supposed to be! Huh? Because I sure as hell can't figure it out! I talk to you and it's nothin'. You look at me, and nothin'. Nothing.",3
"You guys make me fly! High! Okay, we're gonna pick it up here, tomorrow.",5
"Well, that was ah...",1
Better?,1
"Yeah! Yeah, it was definitely an improvement. G'night.",1
"Ah, Kate?",0
Yeah?,0
"You ah, you forgot your shoes.",0
I'm probably gonna need those. Huh?,1
"Hey, listen you ah....",0
Hmm?,0
...feel like getting a cup of coffee?,1
Umm.,0
Kate?,0
Yep.,0
You ready to go?,0
Yeah.,0
Very nice. Very nice.,1
"Yeah, yeah sure, goodnight.",6
"Hey! Why isn't it Spiderman? Y'know like Goldman, Silverman...",1
'Cause it's-it's not his last name.,0
It isn't?,6
"No, it's not like, like Phil Spiderman. He's a spider, man. Y'know like ah, like Goldman is a last name, but there's no Gold Man.",1
"Oh, okay. There should be Gold Man!",1
Hey!,1
"Hey, Rach, how was work?",1
"Oh, great. Although I did sit down where there wasn't a chair.",4
"By the way, Ross dropped by a box of your stuff.",0
"Oh, well, I guess I had that one coming. I'm just gonna throw it out, it's probably just a bunch of shampoo and...",6
Something wrong?,2
No. Nothing.,6
"So, ahh, what kind of powers would Gold Man have?",1
"Okay well, he would turn things to gold.",0
What about things that are already gold?,0
"Ahh, his work is done.",4
"Okay, let's play my game now.",1
Okay. All right you yellow-bellied-lilly-livered-DRAW!!,1
Here you go. You can wear this.,0
Thanks!,1
Uh-huh.,0
"Okay. Ooh, I'm setting the phone down. But I'm still here! Just don't go anywhere I'm still here. Don't-don't switch or anything, 'cause I'm, I'm right here. Just one sec. One sec! One second!! Wait! One second! Just...",2
Phoebe?,0
"What?! Monica, I'm scared!!",2
"All right. Honey, that's-that's a sleeve. Okay?",4
Yeah.,0
And! We also have speaker phone.,4
"Please, stay on the line. Your call is important to us.",0
"Okay, wait, you gotta hang up 'cause we're gonna be late.",0
"Thank you for your patience, you're the next caller.",0
Yes!! Yes!! I'm the next caller! You were gonna have me hang up.,1
Hey! Can you take a duck and a chick to the theatre?,1
Of course not.,3
No.,0
Okay. I just wanted them to hear it from somebody else.,4
Hey!,1
Hey!,1
"Oh, is the play over?",2
Yeah. Where were you?,3
"Thank you for your patience, you're the next caller.",0
You were the next caller five hours ago. You must be going crazy.,0
Nah. I kept myself busy.,0
"Oh, okay, yeah. I put your stuff in her room, and her stuff in your room.",0
Hey! Are you okay?,4
Fabulous.,2
"Listen, drama critics they're nothing but, but people who couldn't make it as actors. You know what you should do?",4
Become a drama critic!,0
I am hurt! A plague on both your houses!,6
"By the way, he dumped me tonight after he read my review.",6
"Oh, classy.",5
"Yep! I sure know how to pick 'em, huh? Y'know I gave up a part on a soap for this!",5
"Wow! Yeah I ah, I gave up a job too.",1
Really. What?,2
"Uh, de-clawing cats. Hey, tell ya what. Let me walk you home. We'll stop by every news stand and burn every copy of their Times and the Post.",5
Why the Post?,6
"Oh, you didn't see the Post?",6
No. You?,2
No. Why?,5
So you really think those newspapers are just jealous of me?,2
"Oh, absolutely! You're talented and you're good looking.",1
"Oh, you're sweet and cute.",1
I know! That's why they trashed me!,6
"Whoa. Wait a minute, wait a minute.",1
What?,0
What? So you never went out with an actress before?,0
"Kate, do you even like me?",1
Of course I do.,1
Thanks.,1
"You know what I mean. I mean like the sweetest guy. Joey, you're just so, you're so, so...",1
Please stay on the line. You're call is very important to us.,0
"Pheebs, you've been up for 24 hours! Go to sleep, honey. Th-this isn't healthy.",4
"No, no, I'm fine, and y'know why? 'Cause of all the riboflavin.",4
Hey!,1
Hey! Didn't you have that outfit on last night?,4
"Yeah! I stayed at Kate's, but ah, nothing happened. Hey, Pheebs, where were ya?",4
"Anyway, how did it go with Kate?",4
"Joey, you had the night!",5
What?,0
"When two people finally realise their feelings for each other, and-and they talk for hours, and they-they learn all about the other person!",5
You-you think?,1
Did you like learn about her family?,4
"Two brothers, one died!",6
Yes!!,5
Yeah?!,6
Oh!,4
"Sorry! Sorry, I'm late; sorry, I'm late! My duck and my chick and a fight, it-it was ugly.",2
"Look, we held the curtain for you buddy. Come on, let's go! Let's go!",5
"Vic! Where have you been, baby?!",1
Where's Kate?,1
She got a job in L.A.,1
What?!,0
I've been waiting up all night for ya. Where have you been? Where have you been? Vic?!,3
"Oh, ahh, go to the window. I'm wanna run down to the truck and show you something.",5
"What do you got down there, Vic? What do you got under that tarp?",0
When is she leaving?,4
Tonight. What are you doing?,2
I'm coming up!,5
"Hey, mind if I use the phone?",0
"Oh, I...",2
"Why don't you use ours across the hall, 'cause she...has...problems.",0
"Oh-ho, whoa! Sorry, Tommy. I almost spilled this hot coffee on you.",4
"Yeah, but you didn't.",1
"No, but it's-it's-it's hot!",2
"Ross, would you just stop it! It's getting really old.",3
I can't believe no one believes me!,3
"I do, I believe you.",5
You do Pheebs?,0
Yeah. But I also believed her when she said I was next.,1
Step away from the duck.,3
"Ooh, sorry little Mr. Chic-A-Dee, sorry you went doody in my hand! Well, I guess we're not going out anymore. Whaa!!!",3
Joey!,1
Hey!,1
"I'm soo glad I caught you, I couldn't find you before.",1
Wh-wh-what's going on? Wh-what's this about L.A.?,5
They still want me for General Hospital.,0
"But, but wh-what about us?",5
Last night was wonderful. But I-I can't stay here just for you.,4
"Well, so, stay for the museums!",1
I'm sorry.,6
"Joey, onstage!",5
Where are you Vic?,5
Flight's in an hour. I-I gotta go.,6
Vic! Vic! Vic!!!,0
In a minute!!,0
So this is it? Victor?,5
"So long, Vic!",6
"Phoebe, it's been two days.",2
"Yeah, I know. Oh, good thing it's one of those 801 numbers. Right?",1
"Phoebe, 800 is toll free, 801 is-is Utah.",0
Phoe-be!!,0
"Sorry, I'm so sorry, I will pay you back.",6
"And yet, she's still not hanging up the phone.",2
Hang it up! Hang up the phone!!,5
Fine! Fine! Oh-oh!,3
What?,3
"Well, I think I broke it. But that's all right, here's the number you can call.",4
Oh.,3
"Hey, wouldn't be cool if our duck and chick had a little baby? We could call it Chuck.",1
Or... Dick.,0
Hey.,0
Hey.,0
"Listen, I-I need a favor. Umm, I was in the shower, and as I was cleansing myself, I ah, I-I, well I felt something.",2
Was it like a sneeze only better?,1
"No, no, I mean, I mean a thing on my body.",2
What was it?,2
"Well, I don't know, it's-it's kinda in a place that's not... It's not visually accessible to me, and I was hoping maybe you guys could-could help me out.",2
Whoa!!!,2
No!!,2
"Come on you guys, it's no big deal!",2
Whoa-heeeiiiiii-iiiii-ah!! Huh.,2
Well what is it? Is it a mole?,2
"No, it's too wrinkly to be a mole.",0
"Well, eww. What? Is it a pimple?",2
"No, it's... fancier than a pimple. Look Ross, why don't you just go see a...",0
Hey guys! What's...,2
"Okay, well, it's definite, two more weeks of winter.",1
Ahhh.,0
"Yeah, right.",0
"...and I know I'll never miss doing it, but I gotta tell you, it's pretty cool knowing that you're making a difference in a kid's life.",1
"That is so great! Oh, I... Oh my God!",5
Whoa!,1
Oh my God!!!,5
"Ahh-ahh, we'd better call the fire department!",2
No! No!,2
"No, no?",2
W-w-w-wait! Why?!,2
"Well look, if I wanted to see a fireman, I would date one. Okay?",2
"Th-th-that's all it is, a third nipple. Y'know? Just your run-of-the-mill third nipple. Y'know? You can take it off. Just slice that baby right off!",2
"Take your shirt off, and let's see what we're dealing with here. What are you doing?",2
Just showing you my run-of-the-mill-slice-it-right-off third nipple.,2
Well that's not a third nipple.,0
No?,0
"First of all, it's on your ass.",5
"Well then, what is it?!",2
"Wait a minute, hold it. Johnson! Will you come in here a moment?",0
I'm with Hamilton!,0
"He's good with rear things, bring him in too.",0
"I gotta go water Pete's plants. Y'know what, if he's gonna break up with me, maybe I won't water his plants.",3
"Well, if he's gonna break up with you, maybe Joey and I should water his plants. If y'know what I mean.",5
"Or ha-ha, we could go over there and pee on them.",1
"Well honey, then why don't you break up with one of them?",4
Uh.,3
"Whoa-whoa-whoa. What ah, what happened to playing the field?",2
"Well, it just, it doesn't feel like playing anymore, it feels like work. It's like I'm working in the field.",6
"So Pheebs, pick one of them.",0
Yeah. Which one do you like more?,4
"Okay, good, so there you go. Go with Vince.",1
"Yeah, but Jason's really sensitive.",1
"Well sensitive is important, pick him.",1
Yeah.,0
"Oh sure, go with the sissy.",3
Jason is not a sissy!,3
"Oh no-no-no-no, I meant Chandler.",2
"Yes, but this is Pete. Okay? He's not like other people, on your first date he took you to Rome. For most guys that's like a third or fourth date kinda thing.",0
"Well if-if that's what it is, then it's-it's crazy.",2
Monica's right. We're talking about getting married here. Okay? She-she can't just rush into this.,2
"Oh please, what do you know! You married a lesbian!",3
All right. I gotta go. I have break up with Vince.,6
"Oh, so you're going with the teacher, huh?",2
Good luck!,4
"OH MY GOD!!! Sorry, I was just imagining what it'd be like to catch the money bouquet.",1
"Excuse me. Umm, is Vince here?",0
Oh sure. Vince?!,0
Yo!!,1
Wow! I didn't know you guys actually used those.,1
"So, what's up?",0
"Umm, wow. This-this isn't gonna be easy. Umm, I don't think we should see each other anymore.",2
Uh-huh. G-good deal.,6
I'm sorry.,6
"Oh my God, I didn't...",6
Wait-wait-wait! Wait!!,6
"I'm telling you, if you want to take care of that thing, you should go to my herbal guy.",5
"Thank you, but I want to remove it Pheebs. I don't want to make it savory.",1
"Y'know when girls sleep with guys with weird things on their body, they tell their friends about it.",1
Gimme this.,2
"Hi! Okay, don't be mad at me, but I couldn't resist.",2
Brides magazines?,4
"Yes, and I know that you'd say no if he asked you, but I'm sorry; how great would you look walking down the aisle in this Donna Carin.",4
"Oh, you so would! Oh, you should get that anyway. Like for clubbing.",1
Oh my God.,1
I know. I need more pie.,6
"Hey Mon umm, if you do get married, can I bring two guests?",1
You didn't break up with that fireman?,0
"No, that was my way of telling you. Well, it turns out he's incredibly sensitive, he keeps a journal and he paints. He even showed me charcoal drawings that he drew of me.",4
Wow!,1
"Yeah, well he'd prefer water colors, but y'know, he has easy access to a lot of charcoal.",4
"So then, are you going to dump Jason?",4
"Well, yeah, because I have to break up with someone, and... Okay so Jason is sensitive, but now so's Vince Plus, Vince has the body y'know? So... It's really just about the math.",1
You must be Ross.,4
Hi.,0
I am Guru Saj.,4
"Well, relax. If it makes you feel better, I've attended some of the finest medical schools in Central America. Well then, let's take a look at this skin abnormality of yours. Come on, have a seat. Eeh, huh. As I suspected, it's a koondis!",1
What's a koondis?,2
"I don't know, what's a koondis with you? Please, lie down! I've got a sav that oughta shrink that right up.",1
I guess it's worth a try.,2
"Oh sure, we should see results-Whoa!! Clearly not the way to go!!",2
What?! What?!,2
We appear to have angered it.,4
We?! We angered it?!,3
"Oh, I think I see the problem. And I'm afraid we're gonna have to use a much stronger tool. Love.",4
Oh God!,2
Ow!!,3
Oops.,6
"What was, what was that?",2
Well it's gone.,0
What?! How's that?,3
It got caught on my watch.,0
Hey!,1
"Lights. Uh, romantic lights.",1
"Ooh, nice.",1
"So ah, there was this thing I wanted to talk to you about.",4
"Oh, right! I completely forgot about that.",4
"Well ah, I've been doing a lot of thinking, and I look at my life...",4
Yeah?,0
"And I feel like I've conquered the business world, and I feel like I've conquered the intellectual world, and now I-I have the most beautiful woman in the world.",1
Wow.,1
There's one thing missing.,5
What's that?,4
It's time for me to conquer the physical world.,5
Okay.,2
"Monica, I want to become the Ultimate Fighting Champion.",5
You wanna what?!,2
"I want to become the Ultimate Fighting Champion! It's the most intense physical competition in the world, it's banned in 49 states!",5
What are you talking about?,2
And I suppose you used a ring designer for that.,4
"Yeah. Monica, I want you there in the front row when I win. I want you close enough to smell the blood. What do you think?",5
My parents will be so happy.,1
"""Crazy underwear, creepin' up my butt. Crazy underwear, always in a rut. Crazy under--wear..."" Oh No! What is he doing here? All right, just keep playing, just keep playing. You'll get through this; you'll be fine. Okay, thank you. And, as always no one talk to me after the show.",2
Hey. I was...,2
Hey!,1
Whoa! Hey-hey! What's going on here? Who is this guy?,3
"I don't know, he just started kissing me. Get him! Get him, Vince!",3
What?!,3
What?!,2
"Phoebe, Phoebe relax, it's okay. I mean we never said this was exclusive.",4
"Yeah, and neither did we. Give yourself a break.",4
Really?!,1
"Yeah. I mean y'know, we haven't been going out that long. Come on, we haven't even slept together yet. Huh.",4
You haven't?,4
You have?,4
"Well, this is none of my business.",4
I-I can't believe this! You-you've slept with him?!,3
"Well, I made you a candle light dinner in the park.",4
"Y'know Phoebe, I'm gonna make this real easy for you.",3
"Well, that could've been really awkward.",4
You made him a candle light dinner in the park?,3
"Yeah, but I-I-I-I can do that for you, I'm gonna do that for you.",2
"So, come on, what was the big news Pete wanted to tell you Mon?! Or should I say Mrs. Monica Becker?",1
"No-no-no oh, keep your name, don't take his name.",2
He didn't ask me to marry him.,6
Ohh.,6
Well then definately don't take his name.,3
Pete?!,3
Why?! What is it?,3
I don't know exactly. It's-it's sorta like wrestling.,2
Oh?!,6
"Yeah, but without the costumes.",0
Oh.,6
"And it's not fake, it's totally brutal.",2
What's fish hooking?,4
You! Chuckles! What's your name?,1
Hi!,1
Monica! Hi honey.,1
"All right, on the table.",0
Promise me you'll be careful.,2
I promise.,4
"Hey, are we still on for tonight?",0
Yeah.,0
How 'bout just a boom?,1
Um-hmm. Oh wait! This is Bonnie.,1
Hi!,0
"Oh, that must be it.",0
Thanks! You too.,1
You said she was bald.,3
"Oh no, Bonnie's the best!",1
"So ah, your first sexual experience was with a woman?!",1
"All right, I was 15, it was my best friend, Ruth, and we got drunk on that hard cider, and then suddenly, I don't know, we were, we were making out.",5
Tell it again. Seriously.,1
I mean is that woman capable of talking about anything else but sex?,3
"Yeah, sure. Well y'know, earlier she was talking about geography.",0
"Joey, she was listing the countries she's done it in.",3
"Well, I think we all learned something.",4
"Hey, you guys! Look what I found! Look at this! That's my Mom's writing! Look.",1
"Me and Frank and Phoebe, Graduation 1965.",0
Y'know what that means?,1
That you're actually 50?,1
Oh!,1
That is so cool.,1
"I know! So this woman probably could like have all kinds of stories about my parents, and she might even know like where my Dad is. So I looked her up, and she lives out by the beach. So maybe this weekend we could go to the beach?",1
"Yeah! Yeah, we can!",1
"Shoot! I can't go, I have to work!",6
That's too bad.,6
"Ohh, big, fat bummerrr.",6
So great! Okay! Tomorrow we're gonna drive out to Montauk.,1
"Hey, Bonnie had sex there!",1
"Go, go, go!",1
"Oh yeah, now everybody wants to be under this hat!",5
Oy!!,3
What's with all this sand?,4
"Oh, yeah, Bob said there might be flood damage.",0
"Yeah, either that, or he has a really big cat.",0
"Well, yes, it's kind've an unusual house. It has umm, three beautiful bedrooms and ah, no baths. But y'know, the ocean is right there.",1
"Knock, knock, knock.",1
"Ah, oh, hang on a second. Come in, come in. All right, so think about it, and call me back.",0
"Are you ah, Phoebe Abott?",2
"Ahh, yes.",2
"Hi Phoebe Abott, I'm your best friends daughter!",1
You're Erwin's daughter?!,1
"No, I-I mean your-your old best friend, here. Lily, from high school. Remember?",1
"Phoebe. Phoebe. Phoebe, yeah. She named me after you I guess.",1
"Uh-huh. Wow! Well, look! There's Frank.",1
"Yes!! Yes! Yes! Yes!! That's my Dad, that's Frank! Yeah! I'm sorry I'm getting all flingy.",1
