label,text
exc,"Perfect, okay, good. ""sigh"""
exc,"I don't feel so bad then.  Well, I'm excited for you."
exc,I can't believe it.
hap,So I was one of the first ones? That makes me feel so important.
exc,"Oh yeah, of course."
exc,"I think so, too.  Are you going to get a house or-"
hap,yeah.
hap,yeah.
hap,[LAUGHTER]
hap,"Oh, thanks.  I'll need it."
hap,"Oh thanks, you're too nice"
hap,just being polite now
hap,because I am not getting married.
hap,"Exactly, [LAUGHTER] I think that'll go over great, don't you?"
hap,"That's what girls like, right?"
hap,Would you mind popping out a few for me?
hap,"That'd be great, thanks."
sad,"Brian, I need help."
fru,"I don't know.  I mean, what am I supposed to do? I've It's not for lack of effort.  I've been trying."
fru,How did you get a job?  What am I - What am I supposed to do?
fru,"I mean, I just don't--I don't know.  If you don't have a lot of qualification, where do you - where do you find work?  It's like L.A. is so frustrating because if you don't know somebody, you can't -you can't get a job.  It's impossible.  It's totally discriminatory.  You have to know somebody."
fru,It's not fair.
fru,That's fine.  I'd be willing to start anywhere.  I can't get a job.
fru,"I mean, on six seven and five an hour does not - does not pay the bills I mean."
ang,I still can't live on in six seven and five.  It's not possible in Los Angeles.  Housing is too expensive.
fru,"I mean I can do the McDonald's thing for a while as humiliating as that is, but I mean then what?  I mean You can't exactly move up in that kind of industry."
fru,"Oh come on, that's not what I envisioned for myself. Honestly, would you settle for being a manager at McDonalds?"
fru,This is humiliating.
fru,"No, I don't I don't want to accept that.  I think that's bullshit."
fru,I don't know.  I feel like I've tried everything.
fru,Three years of going out every day--every day--and looking for a job and being constantly denied everywhere I go.
sad,I'm just so scared to start over I mean.  I put so much time and energy into being here.
sad,"Where am I supposed to go?  I mean, like what?"
sad,I don't know. Maybe I can take out a loan. I just- I need prospects and I don't feel like I have any.
sad,I'm just worried.
fru,It's three years.
sad,That's really hard to hear.
sad,I feel like I have faith and now faith is running thin because there is no money.
fru,"Brian, I don't think you have a concept of what I mean by- by money.  I don't mean money like oh, I can't go get my hair and my nails done today, I mean like I can't eat."
fru,I just-- I
fru,"Yeah, I don't intend to stop trying.  I just--I don't when is when enough is enough."
fru,I don't know.
fru,"Yeah, and I look nice and I'm you know--"
fru,charismatic.
fru,"yah, to-totally, and I'm not--"
fru,"Yeah, I always think so, but I- I just feel like it's a lot of lip service everywhere I go."
fru,"Yeah, I follow up."
fru,It's just like- it's a matter of-
fru,"not tall enough, not pretty enough, not--you know how this place is."
fru,"I mean, anything."
neu,"Well, I'd like to be a working actor."
neu,But um--
neu,Yeah.
neu,"Bartending, catering."
sad,Would you be willing to make some more calls on my behalf? I won't--I won't make you look bad.
neu,yeah.
neu,Thank you.
neu,"I will, I will."
neu,"Babe, I don't know what to tell you.  Don't give up."
neu,"Well, of course not, but what are you going to do if you move back home?  Are you going to be able to find a job there?"
fru,"I wish I had some answers for you, babe.  I mean-I don't know what to tell you."
neu,I went to school and I got my degree.  And I got a job.
neu,Nothing's impossible.
neu,You have to be willing - You have to be willing to start you know at the bottom and work your way up. and
fru,I
neu,"No, it doesn't pay the bills, but it would pay something.  And it would help you get somewhere else."
neu,"and No, I understand, but you've got to start somewhere.  It's better than nothing and that's all you have.  You have nothing right now."
neu,"Wait, You can move up.  There's management programs in McDonalds and things like that."
neu,"[GARBAGE] No, I wouldn't, but I--"
neu,"Well, you know what?  Life gets humili... humiliating at times."
neu,"Well, what are you going to do about it to make it different?"
neu,Have you?  There's got to be something else.
fru,"I don't know what to tell you, babe. Maybe- Maybe you're right.  Maybe you do have to go someplace else.  I don't know, maybe it's just not meant to be here.  I mean I want you to-I don't want you to give up, but I mean I don't want you to move away, but at the same time, I don't like seeing you like this."
neu,"If it's rent or something like that, I mean I can help you out a little bit, if- if that will help you you know stick with it."
neu,"Well, just don't give up. And there's- you know, You never know, something might be around the corner tomorrow."
neu,"Well, you know I'm not going to let you starve."
fru,"I understand, but you know what, you've been negative for three years."
neu,"It's the way it seems to me.  You started complaining about not being able to find a job the first day you went out and didn't find a job.  And I'm not saying like and not trying to you know put you down or anything, it's just that-"
fru,"But it's true, babe.  You've got to be more positive about things.  Like- Have some faith in yourself."
neu,"Well, exactly.  Money is not everything."
fru,You can.
neu,You know I would never let that happen.  I wouldn't let that happen.
neu,"You can always stay with me if you- if you have to stay with me for a while and get yourself back up on your feet again.  You know I'm not just going to you know just throw you to the wolves or something like that.  If there's any way I can help you, I will."
neu,But you have to keep trying.  You can't give up.
neu,"And you've got to think--well, ask yourself why are they not hiring you?"
neu,I mean are you going in for interviews?
neu,Are you presenting-
neu,putting your best foot forward? or you
neu,"Do they seem to like you? I mean, Can you get any read from them?"
neu,Have you ever called them back and asked why you didn't get the job?
neu,Do they give you any specifics as to why they didn't go with you?
neu,"Yeah, I understand. maybe What jobs are we talking about?"
neu,Like- What's your ideal job?  What do you want to do?
neu,Of course.
neu,"Everyone wants to be a working actor, but they all work at something else."
neu,So what's the something else?
neu,"You can't get a catering gig?  Well, I can call some friends.  I- Well, I did call some friends before, but you went in once and then never went back."
neu,If I- If you- Will you stick with it?
neu,"Okay.  Okay, I'll call some people."
neu,"But you've got to keep looking for other stuff. You've got to do it on your own, too.  Okay?"
neu,You know I'll always help you.
neu,"Hi,um- I think my baggage was lost, and I need to I guess file a claim or I don't know what."
neu,Um-Seventeen. Coming from --
neu,It was Virgin Atlantic coming from London.
fru,"Yeah, I don't know where it was lost.  I was coming from Africa, so."
neu,Right.
neu,Yeah.
neu,That's good.
neu,"Well, I can't leave without it. I mean, Could you find out?"
fru,"Right, well can you get on the computer maybe and like track it down and see when it's going to get here?"
fru,"Yes, sir, I know what my bag looks like."
neu,Um- It's a travel backpack.  It's green and gray.  It's got my name on it and my information.
fru,"No, it didn't turn up at the baggage claim."
fru,I mean we've gone through all of this.  I've been to five people already who--
fru,Okay.
fru,"Yes, lots of really like -- sentimental value only, but--"
fru,Does this happen often?  Do they--you just lose baggage and you just offer people money for it?
ang,Uh- Not lose the baggage in the first place. I mean You're offering a service here. I paid so much money for that ticket.
ang,"No, but I mean like why can't- why can't you find it?  Where did it go?  Who lost it?"
ang,"Well, I just-I paid so much money for this ticket.  I feel like you guys should be able to get-to offer me more than a fifty dollar voucher."
ang,"Yeah, meaning I didn't die in a fiery plane crash.  How convenient, but um- I paid two thousand dollar to ride your airline, and I would really appreciate getting my bags there to my destination in one place."
ang,"Right, but part of the agreement is that I'm paying so that I can take myself and my belongings with me."
ang,And that you're going to transport them safely from one place to another.
ang,"That's all you can offer me? I mean, my the stuff in there is worth way more than fifty dollar."
fru,Why do I need flight insurance?  Why don't you guys just guarantee that you're going to get the stuff that I leave with to my destination?
fru,"Right, but if I'm riding a bus, I don't need to buy luggage insurance that the backpack I take on is going to get to my destination with me."
fru,Because they made me check it.  It's too heavy.
fru,There's nothing else you can do?
ang,I don't believe that for a second.
ang,What do you mean as you can?  Who makes up these rules?
ang,You're an autono- autonomous human being.  You could- You could go into the com-
fru,"So I'm just supposed to oh, well, oops, my luggage is gone and be fine with that and take your stinking fifty dollar voucher?"
fru,And you have no guarantee.
fru,This is ridiculous.
fru,"Uh- Because you guys lost it, so it should be your responsibility to find it, too."
fru,"Oh, come on.  Would you cut it out?  This is ridiculous."
ang,"No, I don't think I am.  I like have a whole bunch of stuff that means a lot to me, and I brought it you know from Africa.  It's not like I can just go back and get it whenever I want."
ang,It's not like I can go to Kmart and buy another.
fru,"Yeah, I'll take your fifty dollar voucher."
fru,Thanks.
neu,"Okay, what flight were you on?"
neu,On what airline?
neu,"From London, okay. Um- And you went through all your proper checkpoints?"
neu,So you haven't seen your bags since Africa. You flew threw Heath Row to here.
neu,"Okay.  Well, let me see here. I-"
neu,It seems like it went through Heath Row.  I see it here. uh-
neu,But uh- I don't see it here in the airport yet. uh
neu,I'm not sure where it is.  We can absolutely keep an eye out for for it for you.
neu,"Well, I'm not a miracle worker.  I don't know what I can do for you.  I don't have the bag right here."
neu,"Well, as I told you, it left Heath Row and it seems to have arrived here.  But if you can't find it, then-are you sure you know what your bag looks like?"
neu,"Okay, and what is that?  What kind of bag is it?"
fru,And you couldn't find it?
neu,Are you sure?
fru,"Well, obviously, that wasn't me, so I'm going to have to ask you the same questions they asked you just so we can get to the same point."
neu,"All right?  Now, um- it's green, travel bag, you couldn't find it.  And was there something important in it that you need it?"
neu,Sentimental value.
neu,"Right.  Well, I don't know what to tell you. Um- What I can offer you is a fifty dollar voucher on your next flight."
neu,"No, I understand. I mean. It's got to be tough all those sentimental things, but um- this is all I can do for you."
neu,"Well, you know, sometimes that's--really, I mean what else could we do?"
neu,"Well,"
fru,Obviously ma'am.
fru,"I am sorry, ma'am."
neu,"Let's- Let's just relax for a moment, ma'am.  You understand, obviously, we're going to do everything we can to keep all of your luggage here."
neu,"Obviously, we're not trying to lose your luggage.  Do you really believe that we're trying to lose your luggage ma'am?"
neu,"Well, we're talking about one bag.  You personally made it here, didn't you?"
fru,That's what the cost of the ticket was for.
fru,"Ma'am, international flights are not cheap and there's many reasons for that.  It does not have solely to do with your baggage or-"
fru,"Right. Yes, ma'am."
fru,"Right, and also if you'll read the fine print of your agreement you'll see that while we do bear some responsibility for lost luggage, it is a fifty dollar voucher."
neu,"Well, I understand that.  Did you buy flight insurance?"
neu,"Well, my hands are really tied then."
neu,"Well, it's like any kind of insurance.  You don't-when you get it, then you get more. You know, Like if you--"
neu,"Well, of course not because you've got your backpack with you the whole time.  Now, if you--you said this was a travel bag.  Why weren't you carrying it on if it was so important?"
neu,"Uh, so it was really heavy."
fru,"Well, you know what, it could still turn up, but until then I can offer you this fifty dollar voucher."
neu,"I'm sorry, ma'am, there's nothing else I can do.  My hands are really tied here.  I really wish there was something else I could do for you."
neu,Well I don't know why you wouldn't believe that.
fru,"Obviously, I'm doing everything that I can here."
neu,"Well, I have no way to give you more money.  I'm giving you as much money as I can, and figuring- as far as figuring out where you bag is-"
neu,makes up?
neu,"The airline makes these rules, mom ma'am."
fru,"Well, you can take my stinking fifty dollar voucher and go home and wait and see if your luggage turns up. And if it does, then we'll deliver it to you."
fru,"I have no guarantee, absolutely not."
fru,How can I guarantee finding your luggage when it's lost?
fru,"Right, well, when you're at home and you lose something, do you guarantee that you're going to find it later on?"
fru,"Well, it sounds to me like you're being ridiculous"
neu,Right.
fru,"I understand that, ma'am, but things get lost.  There's nothing I can do about that.  Things happen.  Accidents happen."
neu,"And while I really would love to be able to hand you your bag right now, obviously I can't do that."
neu,So you'd like the fifty dollar voucher?
neu,"Okay, just fill out these three forms, and um- you'll- we'll have that sent to you within the next three weeks and, of course, we'll definitely keep an eye out for your bag."
neu,You have a wonderful day.
sad,A good friend of mine passed away the other day.
sad,"Oh they had some pretty progressive cancer,"
sad,"metastasized and it was old and they knew that it wasn't looking good, but-"
sad,Yeah.  We were.  Pretty close.
sad,[BREATHING]
sad,Kind of.
sad,"It's hard to watch when it's painful for them, you know."
sad,"I just, I don't know."
sad,I know.
sad,And he could of...  He was pretty awesome
sad,"Uh,  We grew up together."
sad,"Yeah, he kind of did a lot of things, but we acted together, sometimes."
sad,"I feel really bad for his family, you know."
sad,"It must be really, really hard to lose a child."
sad,"Yeah.  And they were really supportive, like through the whole process, but-"
sad,[BREATHING]
sad,I can't imagine what his- what his parents are going through.
sad,"Yeah, I'm just going to miss him."
sad,Thank you.
sad,"Yeah, they're going to do some sort of memorial service or something."
sad,Thanks.
sad,"It's really bizarre, you know, when you know somebody really well, and then..."
sad,something happens and they die and it's like-
sad,"really hard to imagine that like you're going to continue to live, and that person's just going to have stopped."
sad,[BREATHING]
sad,yeah.
sad,It's hard to say good-bye.
sad,[BREATHING]
sad,yeah yeah.
sad,"Oh no, I'm so sorry. What happened?"
sad,That's the worst.  I'm so sorry.  Did you know him well?
sad,"I am so sorry,  It's-"
sad,It's the worst when they go like that. [GARBAGE] Was he young?
sad,"Absolutely, absolutely."
sad,It's the think
sad,There's no reason for it.
sad,Yeah?  What'd he do?  What did they do?  How'd you know him?
sad,yeah.
neu,"Is he an actor too, or-?"
sad,"Yes of course, of course."
neu,Was he very close to his family?
neu,yeah.
sad,Of course not.  You have no idea what it's like to lose a kid.
neu,Is there a funeral planned? or-
neu,"Cool, Well, If you want me to go with you, I will."
neu,No problem.
sad,"Right, it just doesn't make any sense, it's not real.  It doesn't feel real."
neu,yeah.
neu,"Do you know what, it's going to pass,eventually, I mean it'll never pass, it'll always be there, and you'll always remember and everything like that, but you know.  It'll get easier I guess."
neu,That's the best way to put it.
neu,Absolutely.
neu,"Do you know what, if it was me that died, I'd really want you to be crying and being really upset too any way. So, I think you should definitely do this, because it's trying what it's supposed to be."
exc,So guess what.
exc,I got into college.
exc,U.S.C..
exc,yeah.
exc,No.
exc,I'll stay in town.
hap,Uh- I don't know.
neu,"Well, I don't want to, I don't want to live with my mom."
exc,Whoa.  What an idea.  Where would you want to live?
exc,"Whoa, this is going to be so much fun."
exc,"Thank you. I know, I'm really, really, really excited."
exc,"I know they have a really, really great program for what I want to do."
exc,Can we for real live together?
exc,awesome.
exc,So should we get a place near campus? or-
exc,okay.
exc,It's going to be ridiculous.  It's going to be so cool.
exc,"[LAUGHTER] Oh, I'm going to be working too, I mean."
exc,I- I hear the same.
exc,"I don't know how I feel about that, but-"
exc,oh yeah.
exc,oh yeah.
exc,"[LAUGHTER] Oh, it'll be awesome, that's for sure."
exc,Better than if I'd picked up and moved to Boston.
exc,[LAUGHTER] by yourself.
exc,you'd be that kid
exc,"living near campus, and not going to school."
exc,[LAUGHTER]
exc,yeah.
exc,We should go apartment shop-er-hunting.
exc,Let's go tomorrow.
exc,yeah.
exc,Woo-
exc,exciting.
exc,what
exc,"Shut up.  What'd you get, where'd you get accepted to? please"
exc,"Oh, sweet."
exc,So you're not going to leave me.
exc,"oh, good good good good good good."
exc,Are you going to live on campus?  Where are you going to live?
exc,Uh! stay over here.  Like travel to school. because you are so close to me
hap,"Okay, you're right, you're right, you're right,  right.  Maybe we should get a place together."
exc,That'll be awesome.
exc,"I don't know.  Well.  I wouldn't mind living by the U.S.C. campus, you know, but I'm not going to go to school right now, so."
exc,But I'd love to go all the US- all the U.S.C. parties and do all that crazy stuff with you.
exc,it is going to be so much fun. Yes.
exc,Uh! I'm so happy that you're not going to go away.
exc,"Oh, I bet you're going to love it too.  You always wanted to go to U.S.C.."
exc,"You're going to have so much fun.  And there's lo- tons of people, you're going to meet so many people, I'm going to meet so many people too, because we're going to be there together."
exc,"Sure, why not.  I don't know why not, I'm not doing anything I have no plans, I could live anywhere I want."
exc,That'll be great. That'll be great.
exc,"We should try to find, like, a party spot though, like you know where there's going to be a lot of parties, where there are cool people, though.  Do you know any people that might be out there?"
exc,"Yeah, me either."
exc,"[garbage] I know, I know, I know, we'll figure it out.  Right?  [garbage] it is going to be so much fun."
exc,"You can't make fun of me because I'm not going to school, though, because I'm going to be working though."
exc,Woo- I I do.
exc,I know exactly how you feel about that. I think you feel really excited about it.  I know you are. I can tell. I know you.
exc,You're a wild and crazy woman.
exc,"Uh huh, it will be awesome."
exc,"living near the U.S.C. campus by myself, not going to school there. just really pathetic and sad."
exc,"Exactly.  Mooching off of all like the college experiences, that would've been me but you have saved me from that disaster. Thank you. Thank you very much."
exc,"Oh, it's going to be so much fun."
exc,"Well, congratulations. and to me too, because now I get to-have-"
exc,That's a good idea.
exc,"Tomorrow, tomorrow, tomorrow-"
exc,"Good.  We'll have to have one soon, you're going to have to go to school in a couple of months."
exc,"Oh God, it's awesome... There's going to be tons of places. [garbage]"
neu,"Hi, sir.  How can I help you?"
neu,Okay.
neu,"[LAUGHTER] All right.  I'm sorry, sir that you've been having a hard time."
neu,"I kwon, it is ridiculous"
neu,"yeah, I understand."
neu,Uh- when's when's-
fru,Sir-
neu,"If yeah, well if you just slow down we'll um, we'll definitely have your problem solved and after we have your problem solved, then I can transfer you to a manager, someone who can you know, you can voice your complaint to, who will be able to something about it."
neu,"Okay, so where?, okay, all right, so where did you uh- locate your your bill?"
neu,In the mail?
neu,"So is it, is- is it at all possible that maybe this statement is just old and that the transaction hadn't been processed yet?"
neu,Okay.
neu,Okay.
neu,"Okay so, I'll just look it up and you know see what's going on, maybe we can..."
neu,if I call it up on the screen.
neu,"So in the database, it looks as though um, there is a there is like a glitch in the transaction where it hadn't gone through before, but I do see that you paid the, what can you tell me the amount, what was the amount?"
neu,"Okay, I do see that on here, and it says that um, it had some trouble clearing for some reason.  And I think that was the problem on our end.  So um-"
neu,"Well you know sometimes-- just with online transactions, things happens. so um-"
neu,"Yeah, we- Somebody went in and- and cleared the problem and it looks like you're all paid."
neu,"You do the direct the direct it um- it's taking right out of your bank account, correct?"
neu,Yeah so- That --that did go through.
neu,"Um- I can try to do that for you, certainly."
neu,"Right, right, and since--yeah, since it was just a computer glitch, then that's that should be cleared up as well.  So I'm going to go ahead and try and put that into the computer.  And if for some reason you notice on your statement in a few days that you've been charged and an overdue fee, then you should just call back and we'll have that."
neu,Well I'll give you my direct line and my number so you can- you can  get directly to me.
neu,yeah.
neu,No problem.
neu,ahh one eight hundred three two three
neu,six four nine four
neu,You're welcome
neu,I'm sorry that it was an inconvenience.
neu,Have a good day.
neu,bye bye
fru,"Oh, thank God.  Do you know how long I've been on the phone for half an hour trying to talk to a freaking human being."
fru,"All I want to do is put my, pay for my freaking credit card, and there's something wrong in my bill, Like I swear, it says I didn't paid last month, but I know I paid last month."
fru,"I put- I've been typing my number in millions of times, it won't listen to me, it's not working, and I can't get a single human being, and finally-"
ang,"This is ridiculous.  I- I seriously, I don't understand why you think these automated systems are supposed to like work for anybody.  They have never, ever work for me."
ang,"Can you like talk to somebody about this, can you like can you tell them that this is ridiculous and can they change it from now on, is there a phone number you have that I can call that will like automatically be talking to somebody a human being."
fru,"Well, okay ,well First off, fine, fine, fine.  Let's see, first off, um- yeah my bill's wrong."
ang,"Like I know I paid last month, but it hasn't been paid and you charged me a late fee."
fru,I got it in the mail.
fru,yeah
fru,"Well, when I look online, it says, it says that I was charged a late fee so I'm assuming that I paid on your web site-"
fru,"like I paid right through your own company before my due date but it's still and it even shows my payment there, and then it charged me the late fee afterwards."
fru,Okay.
neu,"Okay, great, go ahead."
fru,It was one ninety eight sixty three. I paid the minimum.
neu,"No, No, No, I am grateful."
neu,Did they take-
neu,"Yes, yes, exactly."
neu,Are you taking the late fee off of my account then?
fru,Because I paid it on time.
neu,Right.
fru,"Yeah, but if I call back, I'll have to go through this whole rigmarole again. and try to get a hole or someone."
hap,"That would be wonderful, that would be great seriously."
hap,"thank you, what's the number?"
neu,three two three
hap,"six four nine four. That would be so great, thank you so much."
hap,"It was horrible, but you've made it much better, thank you very much. Absolutely"
hap,"You too, thank you so much, have a wonderful day."
sad,What's he going to say? Maybe we should tell him before he sees it.
sad,Did you talk to him?
sad,He cried hard.
sad,He is thinking about him again.
sad,"It's getting just like after Larry died, he's having dreams, he's walking around at night."
sad,What's the meaning of that?
fru,"To you it is, and to me, but not to your father.  Now look, you can talk yourself  blue in the face, but there's no body, and there's no grave, so where are you?"
neu,Well I got an idea.  But what's the story?
fru,I ignore what I got to ignore.  The girl is Larry's girl.
fru,"Now Chris you can go on from there, but I don't know what to do.  I mean do you know what to do, because I don't."
neu,"Well you're a considerate fellow, there's nothing wrong with that."
neu,Have you asked Annie yet to marry you?
neu,"Well how did you know that she will go along with it, I mean maybe she feels the same way as your father?"
neu,"The trouble is you don't see enough women, you never have"
neu,Well I just don't see why it has to be Annie.
fru,"No, I don't want a diagram, but, Chris, your father thinks Larry's coming back."
sad,"You marry his girl, and you're pronouncing him dead.  Now what's going to happen to your father, do you know?  I don't."
ang,What the hell is this?
ang,Are you crazy?
fru,Wait a minute.  Tell me this.  Do you mean to say that you would leave the business?
fru,"Don't- you, you can't think like that!  Don't think like that!"
ang,"All right!  But don't think like that, because I mean, what the hell did we do all this for, Chris?  The whole business it's all for you!  The whole shooting match is for you!"
fru,"I don't understand you, do I?"
sad,He saw it.
sad,He was out here when it broke.
sad,"Around Four this morning, and there was a crack and I looked out.  We're standing right there when I cracked."
sad,I don't know.  but When it cracked he ran back into the house and start to cry in the kitchen.
sad,No.  I figured it was best to leave him alone.
sad,I could hear him right through the floor of my room.
sad,"I guess, he is."
sad,I don't know the meaning of it.  But I know one thing mom did.  We made a terrible mistake with dad.
sad,Being dishonest with him.  It's the kind of thing that pays off and now it's paying off.
sad,"You know that Larry's not coming back, and I know it.  So why do we go on letting him think that we believe with him?"
fru,"No um, I don't want to argue with him, but it's time we realized that nobody else believes that Larry is alive."
fru,"Why shouldn't he dream about him, walk around during the night, looking for him um.  Do we contradict him?  Do we say outright that we don't have any hope anymore, that we haven't had any for years now?"
fru,We have to say it to him!
ang,"For God's sake, mom, three years.  Nobody comes back after three years!  It's insane!"
fru,"Sit down, mom.  I want to talk to you."
fru,"All right, All right mom.  Listen!"
sad,"You know why I asked Annie here, don't you?"
fru,You know.
neu,I'm going to ask her to marry me.
fru,You know that's not just my business.
fru,So it's all right.  I can go ahead with it then?
fru,"I don't know why it is.  But every time I reach out for something I want, I have to pull back because other people will suffer.  My whole bloody life, time after time, after time."
ang,To hell with that!
fru,"So what, I'm not fast with women."
fru,Because it is.
fru,"I can't help it.  I know her best.  I was brought up next door to here, the easiest, when I think of somebody for my wife, I think of Annie.  Do you want a diagram?"
fru,"All right, then, Mom."
fru,"I've given it three years of thought.  And hope by now that he wouldn't.  Can you forget about Larry an-- and we can have a regular wedding and have everybody be happy.  But that can't happen here, I'm set to get out."
fru,"I'll get out. I'll get married and live some place else.  Maybe, maybe New York?"
ang,The business?  The business?  It doesn't inspire me?
neu,She's been in New York three and a half years.  Why all of the sudden?
fru,"What's going on here, Joe?"
ang,She's not his girl.  She knows she's not.
fru,"She's . . . Then why is she still single.  New York is full of men, why isn't she married?  Probably a hundred people told her she's foolish, but she's waited."
fru,Because she knows what I know - she's faithful as a rock and my worst moments I think of her waiting and I know again that I'm right.
fru,"Nobody in her- this house dares shake her faith.  Strangers might, but not his father, and not his brother."
ang,I want you to pretend like he's coming back!
ang,"Because if he's not coming back, then I'll kill myself."
ang,"Laugh.  Laugh at me, but what happens the night that she goes to sleep in his bed, and his memorial breaks in pieces?"
ang,"Only last week, another boy turned up in Detroit, been missing longer than Larry, you read it yourself."
sad,You've got to believe. You've got to--
ang,I can't help it!
neu,Why does that bother you?
neu,Well maybe.  Maybe she just wanted to see her again.
neu,"What did you mean? He lived next door to the girl all of his life, why wouldn't he want to see her again? Don't look at me like that, he didn't tell me any more than he told you."
fru,How do you know he is even thinking about it?
fru,"Well, so what."
fru,"Now, listen, Kate, just-"
fru,How do you know why she's waited?
fru,Look.  It's a nice day.  Why are we arguing?
fru,What do you want me to do? What do you want--
fru,"But, Kate..."
fru,[LAUGHTER]
fru,Calm yourself.
fru,Calm yourself!
fru,"All right, all right.  Calm yourself."
ang,What do you mean me above all?  Look at you.  You're shaking!
ang,"What have I got to hide?  What the hell is the matter with you, Kate?"
hap,You're the only one I know who loves his parents.
hap,"No, it's good."
hap,It's so lovely here.  The air is sweet.
hap,No.  But I'm not going to stay.
sad,Well sort of embarrassed soon as I came.
neu,"Well, from her point of view why else would I come?"
hap,I guess this is why I came.
hap,I'll never forgive you.  Why did you wait so long?  All this time I've been wondering if I was a fool for thinking of you!
hap,"Not like that, you're not."
hap,"Like Larry's brother.  Do it like you, Chris.  Chris, what's the matter?"
sad,It wouldn't work like this.
neu,yeah sure.
sad,how many?
sad,Oh gee.
neu,Do you still feel like that?
sad,"Because you can't feel like that anymore Chris, you hear me?  I mean everything that you have, you deserve.  And that includes me.  And your father?  Your father put hundreds of planes in the air, you should be proud.  A man should be paid for that."
hap,What would I do with a fortune?
hap,I know.  It's going out of style isn't it?
neu,What?
hap,Well the plan was to kind of sneak up on you over a period of a week or so.  But uh- they take it for granted that we're all set.
neu,How did you know?
hap,"Anne, I love you.  I love you a great deal.  I love you!"
exc,"I- I -I have no imagination, that's all I know what to say, I-I'm embarrassing you. I I didn't want to tell you here.  I wanted it to be some place different, some place where we could be new to each other you know."
exc,"You feel it's wrong here, don't you- this yard, this chair?  I want you to be ready for me Annie.  I don't want to win you away from anything."
exc,Oh God- I kissed Annie! I can't believe I kissed Annie!  How long I've wanted to do this.
exc,"Oh Annie, we're going to live now.  I'm going to make you so happy."
sad,"Yeah, I suppose I have been.  But it's going from me."
sad,"It's- It's mixed up with so many other things, I-"
sad,Remember when I was overseas?  I was in command of the company.
sad,Yeah.  I lost them.
sad,just about all.
sad,Takes a little time to toss something like that off you know because they weren't just men-
sad,"for instance, there's this one time.  It had been raining for several days.  And this kid came up to me and gave me his last pair of dry socks. you know, He just put them in my pocket."
sad,"I know that- that's not a big thing, but it's just the kind of guys I had. They didn't die. They- They killed themselves for each other."
sad,I mean that exactly that-a little more selfish and they would have still been here today.
sad,"And I got an ideal, watching them all go down.  Everything was being destroyed see and-"
sad,"but it seemed to me that something new was being created at the same time, a kind of responsibility, man for man.  Do you understand me?"
sad,And to show that-to-to bring that back onto the earth again like a- like a monument.  And everyone would have it standing behind them and- and it would make a difference for them.
sad,And then I went home and it was incredible.  It had no meaning here.
sad,"It was all like some kind of bus accident to them.  I went back to work with my dad, in that whole rat race again."
sad,And I felt what you said- ashamed somehow-because nobody had changed at all.  It seemed to make suckers out of a whole lot of guys. and
sad,"It felt wrong to be alive-to open that bank-book; to buy that new car; to look at that new refrigerator.  I mean, you can take those things out of the war, but if you drive that car, you have to know that that comes from the love that a man has for a man.  And you've got to be a little bit better than that!"
exc,"I I want you now, Annie."
hap,"Oh Annie.  Annie, I am going to make you a fortune!"
neu,Fine.
neu,What flashlight?
fru,It's not your flashlight.
fru,"I mean you keep saying ,my flashlight, as if it's somehow just yours.  How's that suppose to make me feel?"
neu,yes.
neu,"It's after eleven, let's go home."
fru,There is no point in coming out here.
fru,So let's go.
neu,Not particularly.
neu,I just don't.
fru,"Pass up what?  Its little fish, one month on the beach and they flop around and they swim away and then they die."
fru,"What are you so excited about?  I mean it's not--it's not rocket science we are talking about, its fish.  Its fish nobody even eats."
neu,I am just not.
neu,Yes.
fru,"Last year you also remember, our shoes got wet and I got sand in my panties and we got into a big fight.  You had a sore throat and we did not see the grunions."
fru,We didn't see them the first time either.
exc,"What time is it?  Isn't it supposed to start running around midnight?  This is great, isn't it?  Look at this great night we got here.  Couldn't be better--"
exc,actually I was hoping to go a little bit further up the coast to get away from the lights and the people but I was afraid I will miss it.  How are you doing?
exc,"Is that--no, no no is that foam?  I can't even tell, although if I- if I can't tell, it probably isn't it?  Right It'll probably be unmistakable, but don't you think?  How you doing?"
exc,"Oh no, you know what I did.  I forgot my flashlight.  How could I be so stupid?  I can't believe I forgot my flashlight."
fru,"The flashlight, the silver one, there's only one, isn't there?"
fru,Whose is it?
fru,"Well, Sure."
fru,"No, Of course, you are right.  Our flashlight.  Me flashlight is you flashlight naturally.  How can we not think to bring it?"
exc,"Are you cold?  You want my jacket?  We should have bought a blanket.  Our blanket-.  This is great, isn't it?"
exc,"I didn't even think to bring a six-pack.  A six-pack would be just the thing right about now. I can't believe I forgot.  And look at kid, I am surprise I make it out of the house about flies it."
exc,[LAUGHTER] I wonder if they can hear me talk or if they can feel the vibration in the sand when we are moving around
exc,you want my jacket?
exc,Right.
fru,Why not?
exc,"Honey, this is a natural phenomenon. I mean,  It happens like once a year.  It's a great opportunity."
exc,"Think about people in Kansas, they have to get a- a plane reservation and a hotel reservation just to see this uh- but we are just forty minutes away.  Too good to pass up."
exc,"Yeah but that moment on the beach is the highlight of their little lives, all that flopping around is laying eggs or what you- mating or spawning or something like that."
exc,This is a big night for these guys.  Life's last orgy. Yeah
exc,"Okay, but they are fish that do something that no other fish do.  Like the swallows returning to Capistrano, or the lemmings jumping off a cliff you know like that."
