Sr No.,text,label
7866,"Little toast here, ding ding.",1
7867,"I know this isn't the kind of Thanksgiving that all of you all planned, but for me, this has been really great, you know, I think because it didn't involve divorce or projectile vomiting.",1
7868,"Anyway, I was just thinking, I mean, if you'd gone to Vail, and if you guys'd been with your family, if you didn't have syphilis and stuff, we wouldn't be all together, you know?",3
7869,So I guess what I'm trying to say is that I'm very thankful that all of your Thanksgivings sucked.,1
7870,That's so sweet.,1
7871,"And hey, here's to a lousy Christmas.",1
7872,And a crappy New Year.,1
7873,"Here, here!",1
7874,"Now, hold on!",3
7875,Hold on!,3
7876,"Look, look, your daughter and I are supposed to leave tonight for our honeymoon, now-now you-you tell her that I'm gonna be at that airport and I hope that she'll be there too!",3
7877,"Oh yeah, I said Rachel's name, but it didn't mean anything, Okay?",3
7878,She's-she's just a friend and that's all!,3
7879,That's all!,4
7880,Now just tell Emily that I love her and that I can't imagine spending my life with anyone else.,3
7881,"Please, promise me that you'll tell her that.",4
7882,"All right, I'll tell her.  Come on bugger face!",3
7883,Call me.,0
7884,"You spend half your life in the bathroom, why don't you ever go out the bloody window!",3
7885,What happened?!!,2
7886,"Well, I don't know!!",2
7887,We fell asleep! That is all.,0
7888,"Yeah. Yep. Yeah. All right, well uh, I'd better go.",0
7889,I think that would be best.,0
7890,"Yeah. All right, I'll talk to you later.",0
7891,Okay. But not about this!,3
7892,No! Never! Never!  Bye.,3
7893,No touch! No touch!,0
7894,"Umm ma'am, do you have a minute?  I kind of have some bad news. I don't think I can move to Tulsa.",4
7895,What?,2
7896,"It's a funny story, actually.",0
7897,"I kind of fell asleep  in the meeting this morning so when I said I'd move to Tulsa, I didn't really  know what I was saying.",0
7898,You fell asleep?,2
7899,"But only because I was up all night worried about this  meeting, ain't that funny?",6
7900,Irony?,2
7901,"Not a fan, alright .",0
7902,"See, here's  the thing.",0
7903,I went home and told my wife about Tulsa and she won't go.,0
7904,"See, me, I  love Tulsa!",1
7905,Tulsa is heaven!,1
7906,Tulsa is Italy....Please don't make me go  there!,6
7907,"Chandler, I…",1
7908,No no no!,6
7909,"Look, Carol, can I call you Carol?",0
7910,Wh-why  would I when your name is Elaine?,1
7911,"Oh what a great picture of your son,  strapping!",1
7912,"That's a picture of your daughter, isn't it,  well she's lovely.",1
7913,I like a girl with a strong jaw.,4
7914,I'll call you from Tulsa.,0
7915,Hi.,0
7916,Hey.,0
7917,How are you?,0
7918,"I'm not too bad. Fortunately, blue's my colour. How-how did you know I was here?",0
7919,Because... I'm Monica Geller. It was my credit card you were using.,0
7920,That I was not expecting.,2
7921,"I want you to know, it wasn't me who turned you in.",0
7922,Oh. Thanks.,0
7923,"No, thank you! You have given me so much! I mean, if it wasn't for you, I would never have gotten to sing",1
7924,"Well, actually, you only got to sing 'Memo-'.",0
7925,I just can't believe you're in here.,2
7926,"I mean, what am I gonna do without you?",4
7927,Who's gonna crash the embassy parties with me?,4
7928,Who's gonna take me to the,4
7929,"Uh... Oh, Mindy, you are so stupid. Oh, we are both so stupid.",5
7930,What do you mean?,0
7931,Smell familiar?,0
7932,Oh no.,6
7933,"Oh, I am so sorry.",4
7934,"No me, I am so sorry...",4
7935,Oh my.,2
7936,"Well, there's no way I'm gonna get a shot.",6
7937,"Maybe they can take the needle and thquirt it into my mouth, you know, like a thquirt gun.",6
7938,"Doctor, can I see you for just a minute please? My brother has a slight phobia about needles.",0
7939,Did you tell him about my thquirt gun idea?,0
7940,"My brother, the PhD would like to know if there's any way to treat this orally.",0
7941,"No, under these circumstances it has to be an injection, and it has to be now.",0
7942,Tho?,0
7943,Ohhh.,6
7944,"That's good, have a seat.",0
7945,"Um, the doctor says it's gotta be a needle.",0
7946,"You're just gonna have to be brave, ok?",0
7947,Can you do that for me?,0
7948,Ok.,0
7949,Ok. Oh boy. You are doin' so good. You wanna squeeze my hand?,0
7950,Yes!,6
7952,"All right, Ross, don't squeeze it so hard.",0
7953,"Honey, really, don't squeeze it so hard!",3
7955,Let go of my hand!,3
7956,You're gonna love me so much. I got Sting tickets!!,1
7957,Oh my God! I do love you! How did you do it?!,1
7958,Well…let's just say,0
7959,"Oo, where are the seats?",1
7960,"Uh, middle balcony.",0
7961,You're a mean old woman.,3
7962,No! Wait no! Shut up....I mean don't cry! Let me get my checkbook!,4
7963,"Look honey, you don't have to do this, okay?",2
7964,It's the strength you have inside that means the most to me.,1
7965,"You're loyal, you're honest, and you have integrity!",1
7966,That's the kind of strength that I want in the man that I love!,1
7967,That means nothing to me.  Come on!,3
7968,"Oh! Hey, Mr. Treeger.",6
7970,: What are you doing?,0
7971,Ummm. Oh! I'm sorry.  It's a little old but,1
7972,: No! You're clogging up the chute that I spent a half-hour unclogging!,3
7973,I'm sorry. I didn't....I don't come in here a lot.,4
7974,": Oh yeah, of course you don't!",3
7976,": ‘Cause you're a little princess! ""Daddy, buy me a pizza. Daddy, buy me a candy factory. Daddy, make the cast of",5
7978,": You think you could make a mess and the big man in coveralls will come in here and clean it up, huh?",3
7979,"Well, why don't think of someone else for a change?",3
7980,"Okay, I'm sorry.",4
7981,Hello!,1
7982,What's this?,0
7983,Oh right its that girl's phone number.,0
7984,"Yeah-yeah, there it is, just a phone number a really hot girl gave me.",1
7985,"It's no big deal, I mean it is her home phone number, but... Whoa!",2
7986,"Whoa-whoops, I almost lost this baby!",1
7987,"Yeah, the lovely Amanda gives me her number and I-I go and drop it.",3
7988,Thank you.,0
7989,I don't know how any of these got opened?!,2
7990,You opened them all?,2
7991,"I know! I know! I am a terrible person! I mean, Chandler is never going to trust me with anything ever again!",1
7992,Oh hey! You got my parent's gift!,1
7993,Yeah. What is that?,0
7994,"Well, I don't know. I think it does something to salami.",4
7995,Hey! How'd it go?,4
7996,Yeah. What-what did Tag say?,0
7997,Tag is not the father! And Joey knows now?,4
7998,"I do Rach. I do, and I so happy for you.",1
7999,"Oh wow, you didn't even try to unhook my bra!",2
8000,So are you ever gonna tell whoever it is?,0
8001,"No, I will. I'm just not up for it tonight.",0
8002,"Hey Rach listen, no matter what this guy says I want you to know you're not gonna be alone in this.",1
8003,I'm not?,2
8004,Listen I uh…  It's a scary world out there especially if you're a single mom.,6
8005,"Y'know, I always felt like you and I have this-this special bond.",0
8007,"So,  Rachel Green will you marry me?",1
8008,Thank you.,0
8009,If I can't have it you can't have it!,3
8010,"I can't believe her, y'know it's just....it's so typical.",5
8011,"Now Monica, I know you're upset, but don't forget.",0
8012,"There is going to be a wedding, you are going to throw the bouquet, and",0
8013,Paris?,0
8014,We will take a moonlit walk on the Rue de la .,0
8015,Keep talking.,0
8016,"Then we will sprinkle rose pedals on the bed and make love. Not just because it's romantic, but because I can!",1
8017,I love you!,1
8018,Yes!,1
8019,I win again!,1
8020,Ha-ha!,1
8021,That's like 500 bucks you owe me!,1
8022,Whoo-ho-hoo!,1
8023,$500 that is a loooot of electricity!,1
8024,Whoo-ho-ho!,1
8025,I gotta buy some food.,0
8026,"Okay, give me a chance to win my money back. Okay? Sudden death, one goal, $1,000.",0
8027,You serious?,2
8028,Oh yes!,3
8029,"Okay, get ready to owe me!",1
8030,Okay.,0
8031,"Okay, here we go. Ready?",0
8032,No! No! No! No........one can beat me.,3
8033,"See? Now, that's why only the little fake men are supposed to do all the kicking.",6
8034,Who is that?!,2
8035,"Don't worry, I'm brave!",4
8036,I am brave!,6
8037,I…I am brave!,6
8038,No-no-no-no!!,6
8039,Can you tell me who is there please?,0
8040,Hi!,1
8041,Hi. Do you know what time it is?,0
8042,It's candy time! My roommate says that they taste like little drops of heaven.,1
8043,Oh please!  Did you hear that? Little drops of heaven.,1
8044,4:00 A.M.,0
8045,"So, can I get some candy?",0
8046,"I am sorry, but some of us have to",0
8047,"Umm, listen I am sorry, but I'll put some out first thing in the morning.",4
8048,"Well okay, I'll swing by later. Do you live in this building?",0
8049,Um-hmm.,0
8050,Mm! Seems like I would've remembered you!,2
8051,Mm! Night Gar'!,0
8052,Aaron! You gotta let me go. The guy's hammered!,1
8053,"I'm sorry Joey, as long as he's here and he's conscious we're still shooting.",0
8054,You wouldn't happen to have a very big fork?,0
8055,"So I uh, I just talked to the director. That's it, we're done for the day.",0
8056,Well have we finished the scene?,2
8057,Yeah! You…you were wonderful.,1
8058,As were you.,0
8059,"So I got your car, it's right outside.",0
8062,"Oh, thank you. You're welcome.",1
8063,No-no-no! We gotta go! Come on!  Here we go.,6
8064,Is that my ass?,1
8065,What about these? These look the same?,0
8066,Definitely!,1
8067,Not as each other!,0
8068,"Oh, then no.",0
8069,Hey!,1
8070,Hi!,3
8073,You look amazing. I'm the luckiest man in the world.,1
8074,"Ohh, you're about to get a little luckier.",1
8075,Let me see the earrings.,0
8076,"Oh, honey, the earrings",0
8077,They look great! Does your boyfriend have the best taste or what?,1
8078,My boyfriend really does have good taste!,1
8079,Thanks for picking out the earrings man.,0
8080,Mm-Hm,0
8081,"I know that there's no hole there, I just really liked that picture.",0
8082,Oh my God! Look at this!,2
8083,"Okay, but there",0
8084,I don't care! The wires have come loose in your head!,3
8085,I just thought that if I could follow the wire I could find out what it did.,0
8086,And did you?!,4
8087,"No. It disappears back there behind that baseboard. For a minute there, I thought it went downstairs.",0
8088,But it didn't. Say hello to Mrs. Chatracus.,0
8089,Oh my God.,2
8090,Hello darling.,0
8091,"Hello, Mrs. Chatracus.",0
8092,"Okay, is everybody clear? We're gonna pick it up…and move it. Now all we need is teamwork, okay? We're gonna",0
8093,"Ross, I really don't think",0
8094,Lift!! And slide!,1
8095,"Okay, here we go.",0
8096,"All right everyone, lift!  And slide!!",1
8097,"All right Carl, we're next. Now remember, what is not gonna be?",0
8098,Another,0
8099,That's right! And what are you not gonna do?,0
8100,"Well, I'm not gonna talk because",0
8101,"I mean, I realize that his feelings may never completely go away, but",4
8102,"Oh?my Gawd, I-I understand.",4
8103,"I-I am so sorry, I'll go.",4
8104,"Good-bye Monica , I wish you a lifetime of happiness with him.",4
8105,"Chandler,  you call me when this goes in the pooper.",0
8107,I found my identical hand twin!,1
8108,"Ohh, you are",0
8109,No!,0
8110,But she just came up here!,2
8111,That was Joey!,0
8112,I wonder where she is. That is so weird.,0
8113,"Yeah, well, she's probably talking to Richard.",0
8114,Would you stop that!,3
8115,Do you wanna know the first thing she said when she came back from her lunch with Richard?,0
8116,She didn't feel anything for him.,0
8117,She loves you!,4
8118,Really?,2
8119,"Yes! Now, she feels terrible! She really wants to make up! You gotta find her.",3
8120,Okay.,0
8121,Good.  I should really start wearing hats!,0
8122,"I mean, why should I let them meet him?",0
8123,"I mean, I bring a guy home, and within five minutes they're all over him.",5
8124,"I mean, they're like- coyotes, picking off the weak members of the herd.",1
8125,Listen.,0
8126,"As someone who's seen more than her fair share of bad beef, I'll tell you: that is not such a terrible thing.",0
8127,"I mean, they're your friends, they're just looking out after you.",0
8128,"I know. I just wish that once, I'd bring a guy home that they actually liked.",4
8129,"Well, you do realise the odds of that happening are a little slimmer if they never get to meet the guy..",0
8130,No-no-no-no.  Hey!,2
8131,"Anyway, I should go. Okay, bye.",0
8132,Hey sweetie.,0
8133,"Hi sweetie. So, what was with all the whispering?",0
8134,I can't tell you. It's a secret.,0
8135,Secret? Married people aren't supposed to have secrets between one another. We have too much love and respect for one another.,3
8136,Awww.  But still no.,0
8137,"No I'm serious, we should tell each other",0
8138,"Really? Okay, so why don't you tell me what happened to Ross Junior year at",0
8139,"Oh no-no, I can't do that.",6
8140,"If you tell me, I'll tell you what Phoebe said.",0
8141,Okay.,0
8142,Okay.,0
8143,"So, Ross and I are going to",0
8144,Oh my God. He threw up?,5
8145,"No, he visited a little town south of throw up.  So what was Phoebe's secret?",0
8146,"Oh, Nancy Thompson from Phoebe's old massage place is getting fired.",0
8147,That's it?! I gave up my,1
8148,That's right! You lose sucker!!  Please still marry me.,1
8151,Oh hey! How was your audition?,1
8152,"I'm sorry, do I know you?",0
8153,What are you doing?,0
8154,"Nothing, I'm just practicing blowing you off because I'm gonna be a big movie star!",2
8155,Oh! You got it?!,4
8156,"Well no, not yet. But the audition went really good.",1
8157,What was it for?,0
8158,"Oh, it's this big budget period movie about these three Italian brothers who come to America around the turn of the century.",0
8159,It's really classy!,1
8160,"Oh, and the director is supposed to be the next next Martin Scorcese.",1
8161,The next next?,0
8162,"Yeah, there's this guy from Chicago who's supposed to be the next Martin Scorcese, all right?",0
8163,But then this guy's right after him.,0
8164,Hello!,1
8165,They loved me!,1
8166,Oh my God!,1
8167,"Are you kidding me? I never rent a movie without it!  Oh.  Uh, okay uh let me call you back.",2
8168,What's the matter?,0
8169,They want me to be totally naked in the movie!,2
8170,Wow!,2
8171,I know! My grandmother's gonna see this!,1
8172,Grandma's gonna have to get in line.,1
8173,Oh please! It was such a big class! You never even noticed me!,1
8174,"What? Of course I did! You uh, you sat next to Sleepy Sleeperson.",2
8175,Who?,0
8176,"Oh uh, I had trouble remembering everyone's name, so I-I kinda came up with nicknames.",0
8177,Like the guy on the other side of you was Smelly von Brownshirt.,0
8178,"Oh yeah. So umm, did you have a nickname for me?",0
8179,"Umm, no. No.",0
8180,Yes you did! What was it?,2
8181,"Umm, it's Cutie McPretty.",0
8182,Ohh that's so sweet!,1
8183,"Listen, I gotta tell ya, I-I'm having a great time!",1
8184,"Y'know how before you said it might be weird, the whole student teacher thing, and to be frank I thought it would be too, but it's not.",2
8185,I mean it's not at all.,0
8186,Dr. Geller!,1
8187,Burt!,1
8188,"Okay, so we got some more good rejections, lots of stuff to work on.",0
8189,"Okay, shoot.",0
8190,"Okay, um, oh, the zoo commercial.",0
8191,I didn't get it?,0
8192,"No. They said you 'Weren't believable as a human being.' So, you can work on that.",1
8193,"Okay, what else?",0
8194,"Um, the off-Broadway play people said 'You were pretty but dumb.'",0
8195,Oh.,4
8196,"Oh no wait, I'm sorry, that's 'pretty dumb.'",0
8197,Hey.,0
8198,How's the maniac?,0
8199,"Oh, well he's yummy. We did a little kissin'.",1
8200,"Phoebe, what are you doing?",2
8201,"Oh, no, no, no, no. You know what, he's not into that stuff anymore. He quit for me.",0
8202,"Pheebs, this guy has been obsessed with your sister, for God knows how long, okay, you don't just give up something like that.",5
8203,"Look, he gave me his night vision goggles and everything.",1
8204,You're taking the word of a guy who has night vision goggles?,2
8205,"What, he's not still following her. Do you think he is still following her?",2
8206,"Pheebs, wake up and smell the restraining order.",5
8207,What are you saying I should do?,0
8208,"I think, that if you really like this guy, you should just trust him.",0
8209,"Thank you, Monica.",1
8210,"Orrr, you could follow him and see where he goes.",0
8211,"Oh, that's what I would do, forget mine.",2
8212,Hey guys check it out! My mom sent me the paper!,1
8213,"Ooh, let's see it!",1
8216,She's not crazy is she?,2
8217,No.,0
8218,"So uh, how you doin'?",0
8219,There he is!,1
8220,There's our star!,1
8221,"So, so, what'd ya think?",0
8222,Almost as good as that play with the two naked girls on the see-saw.,1
8223,I-I wasn't in that.,4
8224,"Wow, I have the spirit of an old Indian women living in mine.",0
8225,So then you know?,1
8226,"The mailman was downstairs, so I brought up your mail.",0
8227,"Oh, good. Thanks.",0
8228,Now what is Fabutec?,0
8229,"Okay, all right don't judge me to much.",6
8230,Okay?,0
8231,"Um, but I saw this info-mercial, and um, I swear to you I have never-ever bought anything on TV before, except for this mop.",0
8232,"But there was this stuff on leg waxing, it just, it looked so amazing....",1
8235,"Oh, it's incredible! I so want to be a Waxine girl.",1
8236,I know!!,1
8237,God. Do think it really doesn't hurt? ‘Cause how can they do that?,6
8238,Hello! Organic substances recently discovered in the depths of the rain forest!,1
8239,They have the best stuff in there.,0
8240,"Comin' through. Move, move.",3
8241,"Oh, 'scuse me. I was kinda using that machine.",1
8242,"Yeah, well, now you're kinda not.",5
8243,But I saved it. I put my basket on top.,3
8244,"Oh, I'm sorry, is that your basket? It's really pretty. Unfortunately, I don't see suds.",3
8245,What?,2
8246,"No suds, no save. Ok?",3
8247,What's goin' on?,0
8248,"Hi, uh, nothing. That horrible woman just took my machine.",5
8249,Was your basket on top?,0
8250,"Yeah, but, there were no suds.",0
8251,So?,0
8252,"Well, you know, no suds, no save.",0
8253,"No suds? Excuse me, hold on a second.  That's my friend's machine.",3
8254,"Hey, hey, hey, her stuff wasn't in it.",0
8255,"Hey, hey, hey, that's not the rule and you know it.",3
8256,Cause it's good money! But that doesn't change the fact that    this is an evil blood sucking corporate machine!,3
8257,"Well, I think this is a great place to work!",1
8258,"Ok, are they listening?",3
8259,Varrrrrroom!,1
8260,Hey!,1
8261,Watch it lady!,3
8262,Varrrrrrrrrrom!,1
8263,Hey-hey good lookin'!,1
8264,Varrrrrrrrroom.,1
8265,"All right, I'll leave.",4
8266,My bed's so boring.,4
8267,Ross do you realise this is the first time in my life I'm doing something I actually care about.,3
8268,This is the first time in my life I'm doing something that I'm actually good at.,3
8269,I mean.,0
8270,if you don't get that...,3
8271,"No, hey, I get that, okay, I get that big time.",3
8272,"And I'm happy for ya, but I'm tired of having a relationship with your answering machine!",3
8273,"Okay, I don't know what to do anymore.",4
8274,Well neither do I!,1
8275,Hey!,3
8276,"I'm sorry I'm late, did I miss anything?",0
8277,Joey stuffing 15,0
8278,15?  Your personal best! (Ross takes an,2
8279,Where were you?,0
8280,"Oh, on a date. Yeah, I met this girl on the train going to a museum upstate.",0
8281,"Oh, yeah! How did you meet her?",2
8282,"Oh, which museum?",0
8283,"No, answer his.",0
8284,"Okay, it was just me and her at the back of the train, and I sat near the door, so she'd have to pass by me if she wanted to switch cars.",1
8285,She was totally at my mercy.,1
8286,Were you so late because you were burring this woman?,4
8287,"No, I'm getting back down ‘cause she lives in Poughkeepsie.",0
8288,"She seems really great, but she's like totally great, but she lives two and a half hours away.",1
8289,How can she be great if she's from Poughkeepsie?  That joke would've killed in Albany.,3
8290,"Done! I did it! Heh, who's stupid now?",1
8291,"No, there is no way! It can",1
8292,Why is your family,0
8293,He cannot play at our wedding!,3
8294,I mean everyone will leave!,3
8295,"I mean come on, that is just noise!",3
8296,It's not even a song!,3
8297,"If you listen very carefully, I think its",0
8298,"Oh, I want to look too! . Yikes!",2
8299,"So do you think that these pictures....Are, are they trying to tell a story?",0
8300,"Oh, yeah, sure.",0
8301,"I mean, like in the case of this young woman, she has lost her clothes, so she rides naked on the horse, she's crying out, ‘Where are they, where are they?'",0
8302,"Well, she's not going to find them lying in the grass like that.",0
8303,"Oh, yeah. Aw, remember the days when you used to go out to the barn, lift up your shirt, and bend over?",1
8304,Yeah.,0
8305,"You see, now, I would date this girl.",0
8306,"She's cute, she's outdoorsy, you know, and she knows how to build a fire.",0
8307,"I mean, that's got to come in handy",0
8308,"Okay, I've got a question. If you had to pick one of us to date, who would it be?",0
8309,I don't know.,0
8310,Me neither.,0
8311,Rachel.,0
8312,What?!,2
8313,I don't know.  Me neither.,0
8314,"Look, I wanted to tell I'm-I'm sorry you lost.",4
8315,"Listen, I've got a secret for ya. I let him win.",0
8316,Is that a secret or a lie.,3
8317,"No, I let him win....Ross!",0
8318,Yeah?,2
8319,Would you tell her I let you win please?,3
8320,Oh. Yeah.  Uh Chandler,0
8321,I am strong! I'll show you!,3
8322,Chandler please!,5
8323,Oh what's the matter? Are you scared?,3
8324,Let's go big bunny!,3
8325,Okay. 1…2…3....Go!   I'm gonna kill myself!,0
8326,"Hey Ross, is uh, is Staten Island really an island?",0
8327,"Uh-huh, that's why they call it Staten",2
8328,Ohhh. I thought it was like Long Island.,2
8329,Also an island.,0
8330,"Hey, what time is it?",0
8331,2:17,0
8332,"Wow! You realize that we've been throwing this ball, without dropping it, for like an hour?",2
8333,Are you serious?!,2
8334,Yeah. I realized it about a half-hour ago but I didn't want to say anything 'cause I didn't want to jinx it.,0
8335,Wow! We are pretty good at this! Hey! We totally forgot about lunch!,2
8336,"Oh, I-I, I think that's the first time I ever missed a meal!  Yeah, my pants are a little loose!",3
8337,"Hey, you guys",0
8338,Hey!,1
8339,Who is it?,0
8340,It's Phoebe! Phoebe!,1
8341,Hey!,1
8342,Oh God. So-so you're making porn movies.,2
8343,No I'm not.,3
8344,You're making one right now!,3
8345,And-,0
8346,"Yeah, can I help you with something?",0
8347,"Look, I'm talking right now! You're....you mean her.",1
8348,"Y'know, twin stuff is always a real big seller.",0
8349,What?!,2
8350,"Yeah, I can talk them into giving you like, 30 dollars.",0
8351,No!!,5
8354,And stop using my name!,3
8355,And shame on you!,5
8356,And shame on all of you!,5
8357,You're disgusting!,5
8358,Especially you  with that!,5
8359,Hey!,1
8360,Hi Pheebs!,1
8361,Are you moving out?,0
8362,"No, these aren't all my suitcases.  This one's Paolo's.",0
8363,"Um, um, Rachel can we talk for a sec?",0
8364,"Well, sure...just a sec, though, 'cause Paolo's on his way over.",0
8365,"Oh!  Ok, um, ok, um,",6
8366,"Oh, Pheebs, Pheebs...",1
8367,"Ok, um,  we haven't known each other for that long a time, and, um, there are three things that you should know about me.",0
8368,"One, my friends are the most important thing in my life, two, I never lie, and three, I make the best oatmeal raisin cookies in the world.",0
8369,"Ok, thanks Pheebs  Oh my God, why have I never tasted these before?!",2
8370,"Oh, I don't make them a lot because I don't think it's fair to the other cookies",0
8371,"All right, well, you're right, these are the best oatmeal cookies I've ever had.",2
8372,Which proves that I never lie.,0
8373,I guess you don't.,0
8374,Paolo made a pass at me.,4
8375,"I'm so sorry. Please, stop freaking out.",6
8376,I'm not freaking out.,0
8377,Why would I be freaking out?,0
8378,"A woman named Heldi called and said we were getting married, but that happens everyday.",0
8379,"Honey, we were at this beautiful place, and I-I-I just put our names down for fun!",3
8380,"I mean, what's the harm in that?",0
8381,Right here!,4
8382,"Chandler, please don't think I was trying to pressure you. Phoebe and Rachel",3
8383,Phoebe and Rachel!,3
8384,"So the people that knew about our wedding before me were you, Phoebe and Rachel, Heldi, and apparently some band called Starlight Magic 7 who are available by the way!",4
8385,"It was a mistake. Please don't take this to mean anything, because it doesn't.",4
8386,Okay.,0
8387,Really?,1
8388,"Yes, if it really doesn't mean anything, because you know that I'm just not ready",0
8389,I know! I know.,0
8390,Okay.,0
8391,I'm gonna go tell Joey that  that you're back. I was really worried about you.,3
8392,"Hey, did she buy it?",0
8393,Totally.,0
8394,So did Heldi show you the place?,0
8395,"Yeah, it's beautiful.",0
8396,I can't believe you're gonna ask Monica to marry you!,1
8397,I know.,0
8400,"Okay look, I have an idea.",0
8401,"Why don't we, why don't we see what kind of number he has on his speed dial, and then from that we can tell who has more in common with him.",0
8402,And then whoever does gets the phone.,0
8406,"All right, first name on the speed dial is mom.",0
8407,"Ohh, I lost my mom to suicide.",4
8408,"Okay no way, you cannot use that to get the cute guy and the last blueberry muffin.",4
8409,Did I use that already today? I'm sorry.,4
8412,Joe.,0
8419,"Oh, I win! He's got",1
8420,So you don't know that's,0
8421,His new girlfriend!,2
8422,I can't believe this. Do you think that your parents could help pay for it?,2
8423,"I don't know, my mother spent most of her money on her fourth wedding.",4
8424,She's saving the rest for her divorce.,3
8425,And any extra cash my father has he saves for his yearly trips to,0
8426,Well what happened at dinner?,0
8427,My parents spent the money for our wedding!,3
8428,My God! What did you order?!,2
8429,"Wait, but there's no money! Well this is terrible! You guys are gonna have to get married in like a, rec. center!",4
8430,"Honey, it's gonna be okay.",0
8431,No! No it's not! It's not gonna be okay! It sucks! No swing band! No lilies!,4
8432,"No, y'know what?",0
8433,It's gonna be okay.,0
8434,I mean you don't have to have this rustic Italian feast.,0
8435,Y'know?,0
8436,"And-and you don't need, you don't need this custom-made, empire-waisted, duchess, satin gown; you can wear off the rack.",0
8437,"Dr. Geller, there's a seat over here.",0
8438,"Thank you, Dr. Phillips, but I'm having my lunch at this table, here in the middle.",0
8439,"I'm having lunch right here, with my good friend Joey, if he'll sit with me.",0
8440,I will sit with you Dr. Geller.,0
8441,"Y'know, we work in a museum of natural history, and yet there is something unnatural about the way we eat lunch.",0
8442,"Now, I look around this cafeteria, and y'know what I see, I see-I see division.",4
8443,"Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!""",6
8444,"Now, I say we shed these-these coats that separate us, and we get to know the people underneath.",0
8445,I'm Ross!,1
8446,"I'm divorced, and I have a kid!",1
8447,I'm Joey! I'm an actor! I don't know squat about dinosaurs!,1
8448,"I'm Ted, and I just moved here a month ago, and New York really scares me.",3
8449,"All right, there you go!",1
8450,"Yeah, you hang in there Teddy!",3
8451,"I'm Andrew, and I didn't pay for this pear.",0
8452,"Okay, good-good for you.",1
8453,"I'm Rhonda,  and these aren't real!",0
8454,"Wow, Rhonda.",2
8455,I'm Scott.,0
8456,"Yeah, okay, Scott!",0
8457,And I need to flip the light switch on and off 17 times before I leave a room or my family will die.,6
8458,So thanks for the warm welcome.,0
8459,"It's good to have you guys on my team, and I come to play.",1
8460,I hope you do too.,0
8461,"Now, let's go out there and get ‘em!",1
8463,"And remember, there is no ‘I' in team.",0
8464,"Yes, but there's two in martini, soo everybody",1
8465,You! Chuckles! What's your name?,0
8466,"Oh it's Bing, sir. I'm sorry , I was just ah...",6
8467,"No-no, I heard what you said, funny.",0
8468,I like funny.,1
8469,"This team is about hard work, but it's also about having fun.",1
8470,Good to have you aboard Bing!,1
8471,Yeah. You won't be able to take it.,0
8472,"So uh, now that little Chandler turned out to be a girl, what are they gonna name her?",0
8473,They're gonna call her Chandler.,0
8474,"That's kind of a masculine name, don't you think?",0
8475,Works on you.,0
8476,"Oh, that is so sweet.",1
8477,"No, no, ok, you hang up.",1
8478,"Ok, ok, one, two, three.",1
8479,Well you didn't hang up either.,1
8480,She didn't hang up either...,1
8481,"Ok, no, no, you hang up. You, you, y....",1
8482,"Ross, hi, it's Rachel.",0
8483,"I'm just calling to say that um, everything's fine and I'm really happy for you and your",0
8484,"Rach, I got a message from you.",0
8485,Oh my God.,2
8486,"Oh my God Ross, no, hang up the phone, give me the phone Ross, give me the phone, give me the phone, give me the.",4
8489,You're over me?,2
8490,Ohhhhhhhh God.,2
8491,"Wha... you're uh, you're, you're over me?",2
8492,"Ohh, ohh.",4
8493,"When, when were you... under me?",2
8494,"Well, basically, lately, I've uh, I've uh, sort of had feelings for you.",0
8495,"OK, I need to lie down.",2
8496,"Hey! I'm in, they're gonna let me audition!",1
8497,Really? That's great!,1
8498,"I know! I know! It turns out that one of the casting ladies has actually seen me in a play, so I steered clear of her",1
8499,(noticing a kid who has picked up a copy of,0
8500,"Oh yeah, yeah! He's done tons of commercials. I've seen him in like Sugar Smacks,",1
8501,"Yeah well, he's not gonna get this one.",1
8502,Ben is way cuter than that kid.,1
8503,"I mean look at him, look at you,",5
8504,"That's great. Listen, wouldn't it be great though if I got to play Ben's dad?",0
8505,"Joey, you look nothing like Ben.",0
8506,I look more like him than you do!,3
8507,"Y'know, I don't really know you well enough for you to do that.",1
8508,That really was some of your best work.,1
8509,"Hm-hmm, I told you!  I can't believe that I've only got two hours before I call in sick for work.",0
8510,I have to be up in seven minutes.,0
8511,"Well, you're not gonna believe this, but if you have seven minutes",0
8512,Really?!,2
8513,Do you wanna?,0
8514,Okay! You get the vacuum cleaner and I'll get the furniture polish!,1
8515,Oh okay. But y'know what? Be careful. Because a guy who was helping me before had to leave because he hurt his back.,0
8516,Boyfriend?,2
8517,No.,0
8518,I'm Joey.,0
8519,Kristen.,0
8520,"Oh wow, what a beautiful name!  What is it again?",1
8521,Kristen.,0
8522,Got it!  So,0
8523,"So uh, do you live around here?",0
8524,Yeah!,0
8525,Yeah!,1
8526,Right down there.,0
8527,Hey listen.. let me give you a little tip.,0
8528,Do not take a nap on this stoop  or you can wake up with your shoes gone.,1
8529,I'll remember that.,0
8530,"Okay. Yeah. Listen would you uh, would you like to have dinner with me tonight?",0
8531,"Oh I, I have plans tonight.",0
8533,But how about tomorrow?,0
8534,"Sounds great! Okay, alright, well where does this go?",1
8535,"You look strong, why don't I take that and you grab one of the boxes.",0
8536,"Okay. Yeah.  Yeah, I'll grab this one.",0
8537,Hey.,0
